TS_LOAD,SYS_DESC,VEH_SER_NO,OPR_NAME
8-Mar-17,STVMS Tracking Top Station,MTV391,Top Station
8-Mar-17,STVMS Tracking Top Station,DUT829,Top Station
8-Mar-17,Assembly Line Tracker,DUT829,Pool 60 Start
8-Mar-17,Assembly Line Tracker,MTV391,Pool 60 Start
8-Mar-17,Assembly Line Tracker,DAJ581,Pool 60 Start
8-Mar-17,Assembly Line Tracker,CNE620,Pool 60 Start
8-Mar-17,Assembly Line Tracker,UXJ427,Pool 60 Start
8-Mar-17,Assembly Line Tracker,FWS327,Pool 60 Start
8-Mar-17,Assembly Line Tracker,XPQ906,Pool 60 Start
8-Mar-17,Assembly Line Tracker,GZC132,Pool 60 Start
8-Mar-17,STVMS Tracking Top Station,PVO367,Top Station
8-Mar-17,STVMS Tracking Top Station,JCV863,Top Station
8-Mar-17,STVMS Tracking Top Station,DRY562,Top Station
8-Mar-17,STVMS Tracking Top Station,NTD012,Top Station
8-Mar-17,STVMS Tracking Top Station,IVC016,Top Station
8-Mar-17,STVMS Tracking Top Station,HBM615,Top Station
8-Mar-17,STVMS Tracking Top Station,QTF497,Top Station
8-Mar-17,STVMS Tracking Top Station,AQG261,Top Station
8-Mar-17,STVMS Tracking Top Station,YKL719,Top Station
8-Mar-17,STVMS Tracking Top Station,IMS267,Top Station
8-Mar-17,STVMS Tracking Top Station,KIA624,Top Station
8-Mar-17,STVMS Tracking Top Station,YHP863,Top Station
8-Mar-17,STVMS Tracking Top Station,SEU602,Top Station
8-Mar-17,STVMS Tracking Chassis Start,HTV792,Chassis Start
8-Mar-17,Cab call scan,BJM584,A Line
8-Mar-17,Cab Call Scan,XJI184,B Line
8-Mar-17,U-BOLT,PVO367,Front U-Bolt
8-Mar-17,Cab Conveyer,EBM074,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,EBM074,Cab Upload
8-Mar-17,Cab in white conveyer,ECW317,CIW upload
8-Mar-17,Paint Inspection,SNU912,PAINT
8-Mar-17,Assembly Line Tracker,SEU602,Pool 60 Start
8-Mar-17,Assembly Line Tracker,YHP863,Pool 60 Start
8-Mar-17,Assembly Line Tracker,KIA624,Pool 60 Start
8-Mar-17,Assembly Line Tracker,IMS267,Pool 60 Start
8-Mar-17,Assembly Line Tracker,YKL719,Pool 60 Start
8-Mar-17,Assembly Line Tracker,AQG261,Pool 60 Start
8-Mar-17,Assembly Line Tracker,QTF497,Pool 60 Start
8-Mar-17,Assembly Line Tracker,HBM615,Pool 60 Start
8-Mar-17,Assembly Line Tracker,IVC016,Pool 60 Start
8-Mar-17,Hood Conveyor,CFO213,Hood Upload
8-Mar-17,Assembly Line Tracker,NTD012,Pool 60 Start
8-Mar-17,Assembly Line Tracker,DRY562,Pool 60 Start
8-Mar-17,Assembly Line Tracker,JCV863,Pool 60 Start
8-Mar-17,Assembly Line Tracker,PVO367,Pool 60 Start
8-Mar-17,OMT Offline Tracking,JYZ708,Enter Offline
8-Mar-17,Cab Conveyer,TBP914,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,TBP914,Cab Upload
8-Mar-17,OMT Offline Tracking,SPF970,Enter Offline
8-Mar-17,Hood Conveyor,XET976,Hood Upload
8-Mar-17,Paint Inspection,ZJC386,PAINT
8-Mar-17,OMT Offline Tracking,YXF326,Sold
8-Mar-17,Cab Call Scan,YRW680,B Line
8-Mar-17,STVMS Tracking Top Station,EZV240,Top Station
8-Mar-17,Cab in white conveyer,UZA509,CIW upload
8-Mar-17,Assembly Line Tracker,EZV240,Pool 60 Start
8-Mar-17,Hood Conveyor,TXR569,Hood Upload
8-Mar-17,Paint Inspection,QTI468,PAINT
8-Mar-17,Cab call scan,TEK452,A Line
8-Mar-17,Hood Conveyor,BYF840,Hood Upload
8-Mar-17,Cab Conveyer,LOF143,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,LOF143,Cab Upload
8-Mar-17,Cab Call Scan,GTO457,B Line
8-Mar-17,U-BOLT,DRY562,Front U-Bolt
8-Mar-17,Cab in white conveyer,NWY194,CIW upload
8-Mar-17,Hood Conveyor,SNU912,Hood Upload
8-Mar-17,OMT Offline Tracking,KLN307,Enter Offline
8-Mar-17,Paint Inspection,ZJK473,PAINT
8-Mar-17,U-BOLT,NTD012,Front U-Bolt
8-Mar-17,Cab Conveyer,XJI184,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,XJI184,Cab Upload
8-Mar-17,OMT Offline Tracking,VFX591,Enter Offline
8-Mar-17,STVMS Tracking Chassis Start,MGR987,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,HXT823,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,SNU912,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,CFO213,Chassis Start
8-Mar-17,Cab call scan,CMI143,A Line
8-Mar-17,U-BOLT,IVC016,Front U-Bolt
8-Mar-17,STVMS Tracking Top Station,HTV792,Top Station
8-Mar-17,STVMS Tracking Top Station,MGR987,Top Station
8-Mar-17,STVMS Tracking Top Station,HXT823,Top Station
8-Mar-17,Cab Conveyer,BJM584,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,BJM584,Cab Upload
8-Mar-17,OMT Offline Tracking,EPR018,Enter Offline
8-Mar-17,Hood Conveyor,ZJC386,Hood Upload
8-Mar-17,Assembly Line Tracker,HXT823,Pool 60 Start
8-Mar-17,Assembly Line Tracker,MGR987,Pool 60 Start
8-Mar-17,Assembly Line Tracker,HTV792,Pool 60 Start
8-Mar-17,Paint Inspection,DKE275,PAINT
8-Mar-17,Cab in white conveyer,DMS436,CIW upload
8-Mar-17,Hood Conveyor,QTI468,Hood Upload
8-Mar-17,Cab Call Scan,YBP783,B Line
8-Mar-17,Cab Conveyer,YRW680,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,YRW680,Cab Upload
8-Mar-17,Paint Inspection,MBG962,PAINT
8-Mar-17,OMT Offline Tracking,DPA037,Enter Offline
8-Mar-17,STVMS Tracking Top Station,SNU912,Top Station
8-Mar-17,STVMS Tracking Top Station,CFO213,Top Station
8-Mar-17,U-BOLT,QTF497,Front U-Bolt
8-Mar-17,Cab in white conveyer,XIO539,CIW upload
8-Mar-17,Paint Inspection,WQS294,PAINT
8-Mar-17,Assembly Line Tracker,CFO213,Pool 60 Start
8-Mar-17,Assembly Line Tracker,SNU912,Pool 60 Start
8-Mar-17,Cab Conveyer,TEK452,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,TEK452,Cab Upload
8-Mar-17,Cab call scan,ATG468,A Line
8-Mar-17,OMT Offline Tracking,OQS570,Enter Offline
8-Mar-17,STVMS Tracking Chassis Start,XET976,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,TXR569,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,BYF840,Chassis Start
8-Mar-17,U-BOLT,AQG261,Front U-Bolt
8-Mar-17,OMT Offline Tracking,FTI653,Enter Offline
8-Mar-17,OMT Offline Tracking,KUR214,Enter Offline
8-Mar-17,Cab Call Scan,XPQ906,B Line
8-Mar-17,U-BOLT,IMS267,Front U-Bolt
8-Mar-17,OMT Offline Tracking,ILA012,Enter Offline
8-Mar-17,STVMS Tracking Chassis Start,ZJC386,Chassis Start
8-Mar-17,OMT Offline Tracking,SPF970,Sold
8-Mar-17,Cab Conveyer,GTO457,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,GTO457,Cab Upload
8-Mar-17,Cab Conveyer,YBP783,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,YBP783,Cab Upload
8-Mar-17,Cab call scan,GZC132,A Line
8-Mar-17,Hood Conveyor,ZJK473,Hood Upload
8-Mar-17,Cab Conveyer,CMI143,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,CMI143,Cab Upload
8-Mar-17,Paint Inspection,LES327,PAINT
8-Mar-17,Hood Conveyor,GLW381,Hood Upload
8-Mar-17,Cab Conveyer,ATG468,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,ATG468,Cab Upload
8-Mar-17,Hood Conveyor,DKE275,Hood Upload
8-Mar-17,Cab in white conveyer,FSB584,CIW upload
8-Mar-17,Paint Inspection,KTN409,PAINT
8-Mar-17,OMT Offline Tracking,OQS570,Sold
8-Mar-17,Paint Inspection,MUJ483,PAINT
8-Mar-17,Cab call scan,FWS327,A Line
8-Mar-17,Cab in white conveyer,AUG052,CIW upload
8-Mar-17,Hood Conveyor,MUJ483,Hood Upload
8-Mar-17,Cab Call Scan,UXJ427,B Line
8-Mar-17,OMT Offline Tracking,FQP941,Enter Offline
8-Mar-17,Cab in white conveyer,WDO021,CIW upload
8-Mar-17,Cab Conveyer,GZC132,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,GZC132,Cab Upload
8-Mar-17,U-BOLT,YHP863,Front U-Bolt
8-Mar-17,Cab in white conveyer,WGT289,CIW upload
8-Mar-17,Paint Inspection,RUK258,PAINT
8-Mar-17,Cab Call Scan,CNE620,B Line
8-Mar-17,OMT Offline Tracking,MAU864,Enter Offline
8-Mar-17,OMT Offline Tracking,HQI892,Enter Offline
8-Mar-17,Hood Conveyor,LES327,Hood Upload
8-Mar-17,U-BOLT,SEU602,Front U-Bolt
8-Mar-17,STVMS Tracking Chassis Start,ZJK473,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,QTI468,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,MBG962,Chassis Start
8-Mar-17,Paint Inspection,UZV267,PAINT
8-Mar-17,STVMS Tracking Chassis Start,DKE275,Chassis Start
8-Mar-17,Cab Conveyer,XPQ906,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,XPQ906,Cab Upload
8-Mar-17,Cab in white conveyer,NHX895,CIW upload
8-Mar-17,STVMS Tracking Top Station,EUL768,Top Station
8-Mar-17,STVMS Tracking Top Station,GYI954,Top Station
8-Mar-17,STVMS Tracking Top Station,YTP390,Top Station
8-Mar-17,STVMS Tracking Top Station,WXK853,Top Station
8-Mar-17,STVMS Tracking Top Station,SOU593,Top Station
8-Mar-17,STVMS Tracking Top Station,IXM739,Top Station
8-Mar-17,Cab Conveyer,TPD286,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,TPD286,Cab Upload
8-Mar-17,STVMS Tracking Top Station,EJO928,Top Station
8-Mar-17,STVMS Tracking Top Station,HMJ710,Top Station
8-Mar-17,STVMS Tracking Top Station,MVW427,Top Station
8-Mar-17,STVMS Tracking Top Station,AMZ845,Top Station
8-Mar-17,STVMS Tracking Top Station,HQD748,Top Station
8-Mar-17,STVMS Tracking Top Station,VQD376,Top Station
8-Mar-17,STVMS Tracking Top Station,QJP284,Top Station
8-Mar-17,STVMS Tracking Top Station,ZHB578,Top Station
8-Mar-17,STVMS Tracking Top Station,PGY640,Top Station
8-Mar-17,STVMS Tracking Top Station,FIX581,Top Station
8-Mar-17,STVMS Tracking Top Station,UHP854,Top Station
8-Mar-17,STVMS Tracking Top Station,CSM507,Top Station
8-Mar-17,STVMS Tracking Top Station,MGF879,Top Station
8-Mar-17,STVMS Tracking Top Station,PRA475,Top Station
8-Mar-17,STVMS Tracking Top Station,QFW209,Top Station
8-Mar-17,STVMS Tracking Top Station,SZP362,Top Station
8-Mar-17,STVMS Tracking Top Station,BIP389,Top Station
8-Mar-17,STVMS Tracking Top Station,TUQ327,Top Station
8-Mar-17,Cab in white conveyer,TEP325,CIW upload
8-Mar-17,STVMS Tracking Top Station,SVP127,Top Station
8-Mar-17,STVMS Tracking Top Station,ELJ539,Top Station
8-Mar-17,STVMS Tracking Top Station,IFP328,Top Station
8-Mar-17,STVMS Tracking Top Station,DKW659,Top Station
8-Mar-17,STVMS Tracking Top Station,JPU485,Top Station
8-Mar-17,Assembly Line Tracker,JPU485,Pool 60 Start
8-Mar-17,Assembly Line Tracker,DKW659,Pool 60 Start
8-Mar-17,Assembly Line Tracker,IFP328,Pool 60 Start
8-Mar-17,Assembly Line Tracker,ELJ539,Pool 60 Start
8-Mar-17,Assembly Line Tracker,SVP127,Pool 60 Start
8-Mar-17,Assembly Line Tracker,TUQ327,Pool 60 Start
8-Mar-17,Assembly Line Tracker,BIP389,Pool 60 Start
8-Mar-17,Assembly Line Tracker,SZP362,Pool 60 Start
8-Mar-17,Assembly Line Tracker,QFW209,Pool 60 Start
8-Mar-17,Assembly Line Tracker,PRA475,Pool 60 Start
8-Mar-17,Assembly Line Tracker,MGF879,Pool 60 Start
8-Mar-17,Assembly Line Tracker,CSM507,Pool 60 Start
8-Mar-17,Assembly Line Tracker,UHP854,Pool 60 Start
8-Mar-17,Assembly Line Tracker,FIX581,Pool 60 Start
8-Mar-17,Assembly Line Tracker,PGY640,Pool 60 Start
8-Mar-17,Assembly Line Tracker,ZHB578,Pool 60 Start
8-Mar-17,Assembly Line Tracker,QJP284,Pool 60 Start
8-Mar-17,Assembly Line Tracker,VQD376,Pool 60 Start
8-Mar-17,Assembly Line Tracker,HQD748,Pool 60 Start
8-Mar-17,Assembly Line Tracker,AMZ845,Pool 60 Start
8-Mar-17,Assembly Line Tracker,MVW427,Pool 60 Start
8-Mar-17,Assembly Line Tracker,HMJ710,Pool 60 Start
8-Mar-17,Assembly Line Tracker,EJO928,Pool 60 Start
8-Mar-17,Assembly Line Tracker,IXM739,Pool 60 Start
8-Mar-17,Assembly Line Tracker,SOU593,Pool 60 Start
8-Mar-17,Assembly Line Tracker,WXK853,Pool 60 Start
8-Mar-17,Assembly Line Tracker,YTP390,Pool 60 Start
8-Mar-17,Assembly Line Tracker,GYI954,Pool 60 Start
8-Mar-17,Assembly Line Tracker,EUL768,Pool 60 Start
8-Mar-17,Assembly Line Tracker,XPR275,Pool 60 Start
8-Mar-17,Assembly Line Tracker,TPG078,Pool 60 Start
8-Mar-17,Assembly Line Tracker,LMN504,Pool 60 Start
8-Mar-17,Assembly Line Tracker,BRL042,Pool 60 Start
8-Mar-17,Assembly Line Tracker,FHL057,Pool 60 Start
8-Mar-17,Assembly Line Tracker,MBP046,Pool 60 Start
8-Mar-17,Assembly Line Tracker,QJP284,Pool 13 Start
8-Mar-17,Assembly Line Tracker,IBA235,Pool 60 Start
8-Mar-17,Assembly Line Tracker,ZYA587,Pool 60 Start
8-Mar-17,Assembly Line Tracker,IQS845,Pool 60 Start
8-Mar-17,Hood Conveyor,FIX581,Hood Upload
8-Mar-17,U-BOLT,EUL768,Front U-Bolt
8-Mar-17,Cab call scan,HMX073,A Line
8-Mar-17,OMT Offline Tracking,GMS924,Enter Offline
8-Mar-17,Cab Conveyer,JYI091,Cab Upload 2
8-Mar-17,Cab Conveyor / Monorail,JYI091,Cab Upload
8-Mar-17,Paint Inspection,SZP362,PAINT
8-Mar-17,Assembly Line Tracker,ZHB578,Pool 13 Start
8-Mar-17,Assembly Line Tracker,DTP539,Pool 60 Start
8-Mar-17,Assembly Line Tracker,AKC912,Pool 60 Start
8-Mar-17,Assembly Line Tracker,HRY673,Pool 60 Start
8-Mar-17,Assembly Line Tracker,MRI015,Pool 60 Start
8-Mar-17,Assembly Line Tracker,MQH836,Pool 60 Start
8-Mar-17,Assembly Line Tracker,CNZ205,Pool 60 Start
8-Mar-17,Assembly Line Tracker,YDL247,Pool 60 Start
8-Mar-17,Assembly Line Tracker,XGW598,Pool 60 Start
8-Mar-17,Assembly Line Tracker,KQN543,Pool 60 Start
8-Mar-17,Assembly Line Tracker,TQL981,Pool 60 Start
8-Mar-17,Assembly Line Tracker,JYI091,Pool 60 Start
8-Mar-17,Assembly Line Tracker,TPD286,Pool 60 Start
8-Mar-17,Assembly Line Tracker,CSD174,Pool 60 Start
8-Mar-17,STVMS Tracking Chassis Start,ZHB578,Chassis Start
8-Mar-17,STVMS Tracking Chassis Start,PGY640,Chassis Start
8-Mar-17,Cab in white conveyer,NKE126,CIW upload
8-Mar-17,Cab in white conveyer,FMU279,CIW upload
8-Mar-17,STVMS Tracking Top Station,LEA891,Top Station
8-Mar-17,Paint Inspection,QFW209,PAINT
8-Mar-17,STVMS Tracking Top Station,SIW958,Top Station
8-Mar-17,STVMS Tracking Top Station,OSR174,Top Station
8-Mar-17,STVMS Tracking Top Station,USD901,Top Station
8-Mar-17,STVMS Tracking Top Station,CQU695,Top Station
8-Mar-17,STVMS Tracking Top Station,WBH162,Top Station
8-Mar-17,STVMS Tracking Top Station,TYA561,Top Station
8-Mar-17,STVMS Tracking Top Station,DVM139,Top Station
8-Mar-17,STVMS Tracking Top Station,GPJ498,Top Station
8-Mar-17,STVMS Tracking Top Station,UBJ603,Top Station
8-Mar-17,STVMS Tracking Top Station,JYL728,Top Station
8-Mar-17,STVMS Tracking Top Station,OTS758,Top Station
8-Mar-17,STVMS Tracking Top Station,NUR218,Top Station
8-Mar-17,Assembly Line Tracker,NUR218,Pool 60 Start
9-Mar-17,OMT Offline Tracking,UFV140,Enter Offline
9-Mar-17,Cab Conveyer,ULN810,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,ULN810,Cab Upload
9-Mar-17,Assembly Line Tracker,PEK163,Pool 13 Start
9-Mar-17,Hood Conveyor,RCF947,Hood Upload
9-Mar-17,Cab Call Scan,YKZ247,B Line
9-Mar-17,U-BOLT,ITO673,Front U-Bolt
9-Mar-17,Cab Conveyer,OIF375,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,OIF375,Cab Upload
9-Mar-17,OMT Offline Tracking,YTG326,Enter Offline
9-Mar-17,U-BOLT,QME682,Front U-Bolt
9-Mar-17,OMT Offline Tracking,RZW691,Enter Offline
9-Mar-17,Cab Call Scan,JLD084,B Line
9-Mar-17,Cab call scan,MBF976,A Line
9-Mar-17,Cab Conveyer,FNG604,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,FNG604,Cab Upload
9-Mar-17,Assembly Line Tracker,BEM390,Pool 13 Start
9-Mar-17,Assembly Line Tracker,CXD285,Pool 13 Start
9-Mar-17,Assembly Line Tracker,SYB619,Pool 13 Start
9-Mar-17,Cab Call Scan,JDY852,B Line
9-Mar-17,OMT Offline Tracking,FUR610,Enter Offline
9-Mar-17,OMT Offline Tracking,GYV645,Enter Offline
9-Mar-17,Cab Conveyer,YKZ247,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,YKZ247,Cab Upload
9-Mar-17,Cab call scan,EGK921,A Line
9-Mar-17,STVMS Tracking Chassis Start,PEK163,Chassis Start
9-Mar-17,STVMS Tracking Chassis Start,SYB619,Chassis Start
9-Mar-17,STVMS Tracking Chassis Start,CXD285,Chassis Start
9-Mar-17,STVMS Tracking Chassis Start,BEM390,Chassis Start
9-Mar-17,STVMS Tracking Chassis Start,CVE258,Chassis Start
9-Mar-17,Hood Conveyor,ALP937,Hood Upload
9-Mar-17,Cab Conveyer,NVM832,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,NVM832,Cab Upload
9-Mar-17,U-BOLT,SLP187,Front U-Bolt
9-Mar-17,Hood Conveyor,CSD174,Hood Upload
9-Mar-17,Assembly Line Tracker,ETO603,Pool 13 Start
9-Mar-17,Assembly Line Tracker,CVE258,Pool 13 Start
9-Mar-17,STVMS Tracking Chassis Start,ETO603,Chassis Start
9-Mar-17,Cab Conveyer,MBF976,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,MBF976,Cab Upload
9-Mar-17,Cab call scan,XYI250,A Line
9-Mar-17,Paint Inspection,CNZ205,PAINT
9-Mar-17,U-BOLT,SGN329,Front U-Bolt
9-Mar-17,Paint Inspection,MQH836,PAINT
9-Mar-17,Hood Conveyor,TPD286,Hood Upload
9-Mar-17,Cab Conveyer,JLD084,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,JLD084,Cab Upload
9-Mar-17,OMT Offline Tracking,WMR075,Enter Offline
9-Mar-17,Assembly Line Tracker,ALP937,Pool 13 Start
9-Mar-17,Assembly Line Tracker,RCF947,Pool 13 Start
9-Mar-17,OMT Offline Tracking,YKL520,Enter Offline
9-Mar-17,Cab Call Scan,BHK490,B Line
9-Mar-17,Hood Conveyor,JYI091,Hood Upload
9-Mar-17,U-BOLT,TCS146,Front U-Bolt
9-Mar-17,Cab Conveyer,EGK921,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,EGK921,Cab Upload
9-Mar-17,Paint Inspection,HRY673,PAINT
9-Mar-17,U-BOLT,OQA530,Front U-Bolt
9-Mar-17,Cab call scan,UYZ958,A Line
9-Mar-17,Hood Conveyor,TQL981,Hood Upload
9-Mar-17,OMT Offline Tracking,OQA530,Enter Offline
9-Mar-17,Paint Inspection,IFP328,PAINT
9-Mar-17,Paint Inspection,LEA891,PAINT
9-Mar-17,Paint Inspection,SIW958,PAINT
9-Mar-17,Paint Inspection,OSR174,PAINT
9-Mar-17,Paint Inspection,LER634,PAINT
9-Mar-17,STVMS Tracking Top Station,OTX594,Top Station
9-Mar-17,STVMS Tracking Top Station,LVP764,Top Station
9-Mar-17,STVMS Tracking Top Station,JBQ468,Top Station
9-Mar-17,STVMS Tracking Top Station,TPJ583,Top Station
9-Mar-17,STVMS Tracking Top Station,QVP853,Top Station
9-Mar-17,STVMS Tracking Top Station,YHB831,Top Station
9-Mar-17,STVMS Tracking Top Station,XLW275,Top Station
9-Mar-17,STVMS Tracking Top Station,WTB963,Top Station
9-Mar-17,STVMS Tracking Top Station,INW067,Top Station
9-Mar-17,STVMS Tracking Top Station,NKM173,Top Station
9-Mar-17,Assembly Line Tracker,NKM173,Pool 60 Start
9-Mar-17,Assembly Line Tracker,INW067,Pool 60 Start
9-Mar-17,Assembly Line Tracker,WTB963,Pool 60 Start
9-Mar-17,Assembly Line Tracker,XLW275,Pool 60 Start
9-Mar-17,Assembly Line Tracker,YHB831,Pool 60 Start
9-Mar-17,Assembly Line Tracker,QVP853,Pool 60 Start
9-Mar-17,Assembly Line Tracker,TPJ583,Pool 60 Start
9-Mar-17,Assembly Line Tracker,JBQ468,Pool 60 Start
9-Mar-17,Assembly Line Tracker,LVP764,Pool 60 Start
9-Mar-17,Assembly Line Tracker,OTX594,Pool 60 Start
9-Mar-17,Paint Inspection,CQU695,PAINT
9-Mar-17,Paint Inspection,USD901,PAINT
9-Mar-17,Paint Inspection,WBH162,PAINT
9-Mar-17,Cab Conveyer,DTP539,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,DTP539,Cab Upload
9-Mar-17,Cab Call Scan,MBP046,B Line
9-Mar-17,OMT Offline Tracking,GDU671,Enter Offline
9-Mar-17,OMT Offline Tracking,GDU671,Sold
9-Mar-17,OMT Offline Tracking,TGS974,Sold
9-Mar-17,OMT Offline Tracking,TGS974,Enter Offline
9-Mar-17,Assembly Line Tracker,SVP127,Pool 13 Start
9-Mar-17,Cab Conveyer,IQS845,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,IQS845,Cab Upload
9-Mar-17,STVMS Tracking Chassis Start,SVP127,Chassis Start
9-Mar-17,Hood Conveyor,ELJ539,Hood Upload
9-Mar-17,Paint Inspection,TYA561,PAINT
9-Mar-17,Cab call scan,FHL057,A Line
9-Mar-17,OMT Offline Tracking,PEK163,Enter Offline
9-Mar-17,Assembly Line Tracker,ELJ539,Pool 13 Start
9-Mar-17,Paint Inspection,DVM139,PAINT
9-Mar-17,U-BOLT,QJP284,Front U-Bolt
9-Mar-17,STVMS Tracking Chassis Start,ELJ539,Chassis Start
9-Mar-17,U-BOLT,QJP284,Rear U-Bolt
9-Mar-17,Cab Conveyer,ZYA587,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,ZYA587,Cab Upload
9-Mar-17,Hood Conveyor,IFP328,Hood Upload
9-Mar-17,Assembly Line Tracker,IFP328,Pool 13 Start
9-Mar-17,Cab in white conveyer,YAP829,CIW upload
9-Mar-17,OMT Offline Tracking,CXD285,Enter Offline
9-Mar-17,Hood Conveyor,DKW659,Hood Upload
9-Mar-17,Paint Inspection,GPJ498,PAINT
9-Mar-17,U-BOLT,ZHB578,Front U-Bolt
9-Mar-17,Assembly Line Tracker,DKW659,Pool 13 Start
9-Mar-17,OMT Offline Tracking,ELI075,Enter Offline
9-Mar-17,Cab in white conveyer,YXF326,CIW upload
9-Mar-17,Cab in white conveyer,SPF970,CIW upload
9-Mar-17,Paint Inspection,NUX358,PAINT
9-Mar-17,Cab in white conveyer,JYZ708,CIW upload
9-Mar-17,Cab in white conveyer,YEK097,CIW upload
9-Mar-17,Cab Call Scan,YHB831,B Line
9-Mar-17,Assembly Line Tracker,XFN395,Pool 13 Start
9-Mar-17,OMT Offline Tracking,SVP127,Enter Offline
9-Mar-17,OMT Offline Tracking,SVP127,Sold
9-Mar-17,Cab Conveyer,JBQ468,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,JBQ468,Cab Upload
9-Mar-17,OMT Offline Tracking,ELJ539,Enter Offline
9-Mar-17,Cab in white conveyer,RYJ284,CIW upload
9-Mar-17,Paint Inspection,DPL397,PAINT
9-Mar-17,Cab call scan,XLW275,A Line
9-Mar-17,Hood Conveyor,ZDI213,Hood Upload
9-Mar-17,Paint Inspection,ERC382,PAINT
9-Mar-17,Cab Conveyer,LVP764,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,LVP764,Cab Upload
9-Mar-17,Assembly Line Tracker,TRL028,Pool 13 Start
9-Mar-17,Cab in white conveyer,EPR018,CIW upload
9-Mar-17,Paint Inspection,GDR742,PAINT
9-Mar-17,U-BOLT,RQJ940,Front U-Bolt
9-Mar-17,OMT Offline Tracking,IFP328,Enter Offline
9-Mar-17,Hood Conveyor,ALE837,Hood Upload
9-Mar-17,OMT Offline Tracking,DKW659,Enter Offline
9-Mar-17,Cab Conveyer,TPJ583,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,TPJ583,Cab Upload
9-Mar-17,Cab in white conveyer,DPA037,CIW upload
9-Mar-17,Cab Call Scan,WTB963,B Line
9-Mar-17,Hood Conveyor,WQB451,Hood Upload
9-Mar-17,U-BOLT,JCM567,Front U-Bolt
9-Mar-17,Cab call scan,INW067,A Line
9-Mar-17,Assembly Line Tracker,TEP325,Pool 13 Start
9-Mar-17,Cab Conveyer,QVP853,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,QVP853,Cab Upload
9-Mar-17,OMT Offline Tracking,JPU485,Enter Offline
9-Mar-17,Assembly Line Tracker,NKE126,Pool 13 Start
9-Mar-17,U-BOLT,GFM783,Front U-Bolt
9-Mar-17,Paint Inspection,SPA495,PAINT
9-Mar-17,Cab Conveyer,YHB831,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,YHB831,Cab Upload
9-Mar-17,Cab in white conveyer,OQS570,CIW upload
9-Mar-17,OMT Offline Tracking,LEA891,Enter Offline
9-Mar-17,Cab Call Scan,NKM173,B Line
9-Mar-17,STVMS Tracking Chassis Start,KSX968,Chassis Start
9-Mar-17,STVMS Tracking Chassis Start,TFX540,Chassis Start
9-Mar-17,STVMS Tracking Chassis Start,XFN395,Chassis Start
9-Mar-17,STVMS Tracking Chassis Start,TRL028,Chassis Start
9-Mar-17,Paint Inspection,RAI572,PAINT
9-Mar-17,U-BOLT,EUZ386,Front U-Bolt
9-Mar-17,Cab call scan,JOM027,A Line
9-Mar-17,Cab Conveyer,XLW275,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,XLW275,Cab Upload
9-Mar-17,Paint Inspection,LTV094,PAINT
9-Mar-17,U-BOLT,EUZ386,Rear U-Bolt
9-Mar-17,Paint Inspection,WRT608,PAINT
9-Mar-17,Hood Conveyor,KMA503,Hood Upload
9-Mar-17,OMT Offline Tracking,SIW958,Enter Offline
9-Mar-17,OMT Offline Tracking,SIW958,Sold
9-Mar-17,U-BOLT,AYO527,Front U-Bolt
9-Mar-17,STVMS Tracking Top Station,IOU412,Top Station
